Birth Rate,Business Tax Rate,CO2 Emissions,PopXbirth rate,Country,Days to Start Business,Ease of Business,Energy Usage,gdp,Health Exp % GDP,Health Exp/Capita,Hours to do Tax (bin),Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage (bin),Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
0.80%,49.40%,783359,656880.776,Germany,18,,334634,3.62E+12,10.70%,"$4,718 ",113,196,0.40%,0.8,,82,77,1.3,1.3,1,13.70%,66.00%,20.20%,82110097,73.90%,Europe,"$53,398,000,000 ","$106,039,000,000 ",2008
0.80%,43.90%,732249,655218.456,Germany,18,,313249,3.30E+12,11.80%,"$4,727 ",113,196,0.40%,0.8,,83,77,1.3,1.3,1,13.60%,65.90%,20.60%,81902307,74.10%,Europe,"$47,466,000,000 ","$93,112,000,000 ",2009
0.80%,47.00%,745384,654215.44,Germany,15,,329769,3.30E+12,11.50%,"$4,668 ",113,215,0.40%,0.8,,83,78,1,1.1,1,13.40%,65.80%,20.80%,81776930,74.30%,Europe,"$49,108,000,000 ","$91,166,000,000 ",2010
0.80%,45.60%,,654381.384,Germany,15,,311770,3.63E+12,11.30%,"$4,996 ",113,221,0.30%,0.8,,83,78,1.1,1.1,1,13.30%,65.70%,21.00%,81797673,74.50%,Europe,"$53,399,000,000 ","$100,165,000,000 ",2011
0.80%,45.90%,,643406.584,Germany,15,19,307381,3.43E+12,11.30%,"$4,683 ",113,207,0.30%,0.8,,83,79,1.1,1.1,1,13.20%,65.70%,21.10%,80425823,74.70%,Europe,"$51,581,000,000 ","$96,361,000,000 ",2012
3.50%,,6289,658876.19,Ghana,,,7736,4982849054,4.80%,$13 ,,,6.50%,0,,58,56,0,0,1,41.40%,55.60%,3.00%,18825034,43.90%,Africa,"$357,000,000 ","$162,000,000 ",2000
3.40%,,6920,655975.328,Ghana,,,8045,5314871684,5.60%,$15 ,,,6.30%,0,,58,56,0,0,1,41.20%,55.70%,3.10%,19293392,44.60%,Africa,"$374,000,000 ","$165,000,000 ",2001
3.40%,,7437,672734.438,Ghana,,,8264,6166197192,4.80%,$15 ,,,6.20%,0,,58,57,0,0,1,40.90%,55.90%,3.20%,19786307,45.30%,Africa,"$383,000,000 ","$184,000,000 ",2002
3.40%,,7631,690257.324,Ghana,22,,8226,7632720680,4.80%,$18 ,,,6.00%,0,,59,57,0,0,1,40.70%,56.10%,3.20%,20301686,46.00%,Africa,"$441,000,000 ","$216,000,000 ",2003
3.40%,,7349,708407.476,Ghana,22,,8267,8881419348,6.10%,$26 ,,,5.90%,0,,59,57,0,0.1,1,40.40%,56.20%,3.30%,20835514,46.60%,Africa,"$495,000,000 ","$270,000,000 ",2004
3.40%,39.80%,6956,727057.156,Ghana,18,,8229,10731883141,7.00%,$35 ,226,304,5.80%,0,,60,58,0.1,0.1,1,40.20%,56.40%,3.40%,21384034,47.30%,Africa,"$867,000,000 ","$472,000,000 ",2005
3.40%,35.90%,9289,746224.486,Ghana,18,,9062,20410239313,5.40%,$48 ,226,304,5.70%,0,,60,58,0.2,0.2,1,39.90%,56.60%,3.40%,21947779,48.00%,Africa,"$910,000,000 ","$575,000,000 ",2006
3.30%,32.70%,9578,743346.747,Ghana,15,,9064,24757608488,6.00%,$66 ,226,304,5.70%,0,,61,59,0.3,0.3,1,39.70%,56.80%,3.50%,22525659,48.70%,Africa,"$990,000,000 ","$816,000,000 ",2007
3.30%,32.50%,8529,762634.587,Ghana,13,,8958,28528016511,5.60%,$69 ,113,224,5.60%,0,,61,59,0.4,0.5,1,39.40%,57.10%,3.50%,23110139,49.40%,Africa,"$970,000,000 ","$870,000,000 ",2008
3.30%,32.50%,7444,781820.589,Ghana,12,,9320,25978563316,5.10%,$56 ,113,224,5.60%,0.1,,61,59,0.6,0.6,1,39.20%,57.30%,3.50%,23691533,50.00%,Africa,"$849,000,000 ","$948,000,000 ",2009
3.20%,32.50%,8999,776412.832,Ghana,12,,10011,32174210793,5.30%,$70 ,113,224,5.50%,0.1,,62,60,0.7,0.7,1,39.00%,57.50%,3.50%,24262901,50.70%,Africa,"$706,000,000 ","$882,000,000 ",2010
3.20%,33.40%,,794262.592,Ghana,12,,10550,39564970070,5.30%,$83 ,113,224,5.40%,0.1,,62,60,0.8,0.9,1,38.80%,57.70%,3.50%,24820706,51.40%,Africa,"$797,000,000 ","$1,026,000,000 ",2011
3.10%,33.40%,,786360.322,Ghana,12,62,,41740897827,5.20%,$83 ,113,224,5.30%,0.1,,62,60,1,1,1,38.60%,57.90%,3.50%,25366462,52.10%,Africa,"$1,154,000,000 ","$979,000,000 ",2012
1.00%,,91616,109174.82,Greece,,,27086,1.24E+11,7.90%,$918 ,,,0.70%,0.1,12.30%,81,75,0.5,0.5,1,15.20%,68.00%,16.80%,10917482,72.70%,Europe,"$9,262,000,000 ","$4,564,000,000 ",2000
0.90%,,93806,98565.876,Greece,,,28004,1.30E+11,8.80%,"$1,055 ",,,0.60%,0.1,8.60%,81,76,0.7,0.7,1,15.00%,67.80%,17.20%,10951764,72.90%,Europe,"$9,216,000,000 ","$4,189,000,000 ",2001
0.90%,,93670,98853.507,Greece,,,28321,1.46E+11,9.10%,"$1,223 ",,,0.60%,0.1,7.40%,81,76,0.8,0.8,1,14.80%,67.60%,17.60%,10983723,73.30%,Europe,"$10,005,000,000 ","$2,453,000,000 ",2002
1.00%,,95738,110183.24,Greece,38,,29141,1.93E+11,8.90%,"$1,579 ",,,0.60%,0.2,6.80%,81,77,0.8,0.8,1,14.60%,67.40%,18.00%,11018324,73.70%,Europe,"$10,842,000,000 ","$2,439,000,000 ",2003
1.00%,,97150,110557.29,Greece,38,,29707,2.28E+11,8.70%,"$1,809 ",,,0.50%,0.2,,82,77,0.8,0.8,1,14.50%,67.20%,18.30%,11055729,74.10%,Europe,"$12,809,000,000 ","$2,880,000,000 ",2004
1.00%,54.00%,98675,110929.13,Greece,38,,30248,2.40E+11,9.70%,"$2,093 ",226,264,0.50%,0.2,,82,77,0.9,0.9,1,14.40%,67.10%,18.60%,11092913,74.50%,Europe,"$13,453,000,000 ","$3,045,000,000 ",2005
1.00%,49.50%,97286,111279.47,Greece,38,,30223,2.62E+11,9.70%,"$2,293 ",226,264,0.50%,0.3,,82,77,0.9,1,1,14.40%,66.90%,18.70%,11127947,74.80%,Europe,"$14,495,000,000 ","$3,004,000,000 ",2006
1.00%,48.90%,98246,111630.02,Greece,38,,30217,3.05E+11,9.80%,"$2,682 ",226,264,0.40%,0.4,,82,77,1.1,1.1,1,14.40%,66.80%,18.80%,11163002,75.20%,Europe,"$15,687,000,000 ","$3,430,000,000 ",2007
1.10%,46.70%,97810,123050.829,Greece,19,,30419,3.42E+11,10.10%,"$3,085 ",113,224,0.40%,0.4,,83,78,1.2,1.2,1,14.40%,66.80%,18.80%,11186439,75.60%,Europe,"$17,586,000,000 ","$3,946,000,000 ",2008
1.10%,46.70%,94902,123057.935,Greece,19,,29436,3.21E+11,10.00%,"$2,861 ",113,224,0.40%,0.4,,83,78,1.2,1.2,1,14.50%,66.70%,18.90%,11187085,75.90%,Europe,"$14,796,000,000 ","$3,401,000,000 ",2009
1.00%,46.70%,86717,111534.54,Greece,19,,27615,2.94E+11,9.40%,"$2,442 ",113,224,0.40%,0.4,,83,78,1.1,1.1,1,14.50%,66.50%,19.00%,11153454,76.30%,Europe,"$12,579,000,000 ","$2,874,000,000 ",2010
1.00%,45.90%,,111232.13,Greece,11,,26723,2.90E+11,9.00%,"$2,304 ",113,224,0.40%,0.5,,84,78,1,1.1,1,14.60%,66.30%,19.20%,11123213,76.60%,Europe,"$14,984,000,000 ","$3,197,000,000 ",2011
0.90%,44.10%,,99834.939,Greece,12,89,25991,2.48E+11,9.30%,"$2,044 ",113,202,0.40%,0.6,,83,78,1.2,1.2,1,14.60%,66.00%,19.40%,11092771,77.00%,Europe,"$13,313,000,000 ","$2,392,000,000 ",2012
1.60%,,532,899.2,Greenland,,,,1068024994,,,,,,0.3,,70,64,0.3,0.3,1,,,,56200,81.60%,The Americas,,,2000
1.70%,,539,957.95,Greenland,,,,1086170639,,,,,,0.4,,70,65,0.3,0.3,1,,,,56350,81.80%,The Americas,,,2001
1.70%,,539,962.353,Greenland,,,,1169136691,,,,,,0.4,,71,65,0.3,0.4,1,,,,56609,82.10%,The Americas,,,2002
1.60%,,532,908.24,Greenland,,,,1426452030,,,,,,0.5,,71,66,0.5,0.5,1,,,,56765,82.30%,The Americas,,,2003
1.60%,,583,910.576,Greenland,,,,1644951892,,,,,,0.6,,72,66,0.7,0.7,1,,,,56911,82.60%,The Americas,,,2004
1.60%,,609,910.96,Greenland,,,,1702543477,,,,,,0.6,,72,67,0.8,0.8,1,,,,56935,82.90%,The Americas,,,2005
1.50%,,627,851.61,Greenland,,,,1738432116,,,,,,0.6,,72,67,0.9,0.9,1,,,,56774,83.20%,The Americas,,,2006
1.50%,,616,848.325,Greenland,,,,2121759848,,,,,,0.6,,72,68,1.1,1.2,1,,,,56555,83.50%,The Americas,,,2007
1.50%,,638,844.92,Greenland,,,,1739579594,,,,,,0.6,,73,68,0.9,1,1,,,,56328,83.80%,The Americas,,,2008
1.60%,,557,901.168,Greenland,,,,1267711816,,,,,,0.6,,73,68,0.9,0.9,1,,,,56323,84.10%,The Americas,,,2009
1.50%,,634,853.575,Greenland,,,,,,,,,,0.6,,73,69,1,1,1,,,,56905,84.40%,The Americas,,,2010
1.40%,,,796.46,Greenland,,,,,,,,,,0.6,,,,1,1,1,,,,56890,84.80%,The Americas,,,2011
1.40%,,,795.34,Greenland,,,,,,,,,,0.6,,,,1,1,1,,,,56810,85.20%,The Americas,,,2012
1.90%,,191,1930.78,Grenada,,,,523256355,6.60%,$339 ,,,1.40%,0,11.60%,73,68,0,0,1,35.00%,57.20%,7.80%,101620,35.90%,The Americas,"$93,000,000 ","$8,000,000 ",2000
1.90%,,194,1935.131,Grenada,,,,523279846,7.60%,$392 ,,,1.30%,0.1,10.20%,73,68,0,0.1,1,34.10%,58.20%,7.70%,101849,36.10%,The Americas,"$83,000,000 ","$8,000,000 ",2001
1.90%,,205,1939.881,Grenada,,,,544381962,6.60%,$353 ,,,1.30%,0.1,11.30%,73,68,0,0.1,1,33.00%,59.20%,7.70%,102099,36.10%,The Americas,"$91,000,000 ","$8,000,000 ",2002
1.90%,,216,1945.011,Grenada,,,,596339089,6.20%,$359 ,,,1.30%,0.2,12.00%,73,69,0.3,0.4,1,31.90%,60.30%,7.70%,102369,36.00%,The Americas,"$104,000,000 ","$8,000,000 ",2003
1.90%,,205,1950.445,Grenada,,,74,600014341,5.80%,$342 ,,,1.30%,0.2,10.20%,74,69,0.4,0.4,1,30.90%,61.40%,7.70%,102655,36.00%,The Americas,"$86,000,000 ","$9,000,000 ",2004
1.90%,45.30%,216,1956.069,Grenada,20,,79,700431791,6.10%,$412 ,113,140,1.30%,0.2,10.10%,74,69,0.4,0.5,1,30.00%,62.30%,7.70%,102951,35.90%,The Americas,"$71,000,000 ","$10,000,000 ",2005
1.90%,45.30%,231,1961.94,Grenada,20,,81,704762536,6.40%,$435 ,113,140,1.30%,0.2,9.90%,74,69,0.4,0.4,1,29.30%,63.10%,7.60%,103260,35.90%,The Americas,"$94,000,000 ","$16,000,000 ",2006
1.90%,45.30%,238,1968.134,Grenada,20,,81,758888875,6.10%,$448 ,113,140,1.20%,0.2,9.80%,74,69,0.4,0.5,1,28.70%,63.80%,7.50%,103586,35.80%,The Americas,"$129,000,000 ","$16,000,000 ",2007
1.90%,45.30%,260,1974.708,Grenada,20,,,825925911,6.00%,$474 ,113,140,1.20%,0.2,9.50%,74,70,0.5,0.6,1,28.20%,64.30%,7.40%,103932,35.80%,The Americas,"$127,000,000 ","$11,000,000 ",2008
1.90%,45.30%,253,1981.624,Grenada,20,,,771481468,6.20%,$462 ,113,140,1.20%,0.2,11.00%,75,70,1.1,1.1,1,27.90%,64.80%,7.30%,104296,35.70%,The Americas,"$112,000,000 ","$10,000,000 ",2009
1.90%,45.30%,260,1988.863,Grenada,15,,,771111097,6.00%,$438 ,113,140,1.20%,0.3,10.60%,75,70,1.1,1.2,1,27.50%,65.20%,7.20%,104677,35.70%,The Americas,"$112,000,000 ","$10,000,000 ",2010
1.90%,45.30%,,1996.406,Grenada,15,,,778518505,6.50%,$481 ,113,140,1.10%,0.3,10.70%,75,70,1.1,1.2,1,27.20%,65.60%,7.20%,105074,35.60%,The Americas,"$117,000,000 ","$10,000,000 ",2011
1.90%,45.30%,,2004.177,Grenada,15,102,,801481467,6.40%,$478 ,113,140,1.10%,0.3,9.70%,75,70,1.2,1.2,1,27.00%,65.90%,7.10%,105483,35.60%,The Americas,"$110,000,000 ","$10,000,000 ",2012
2.20%,,,3417.216,Guam,,,,,,,,,,0.2,,78,73,0.2,0.2,1,30.50%,64.20%,5.40%,155328,93.10%,Oceania,,,2000
2.10%,,,3284.757,Guam,,,,,,,,,,0.3,,78,73,0.2,0.2,1,30.30%,64.10%,5.50%,156417,93.20%,Oceania,,,2001
2.10%,,,3302.061,Guam,,,,,,,,,,0.3,,78,73,0.4,0.4,1,30.20%,64.10%,5.80%,157241,93.30%,Oceania,,,2002
2.00%,,,3156.46,Guam,,,,,,,,,,0.3,,79,74,0.5,0.5,1,30.00%,64.00%,6.00%,157823,93.40%,Oceania,,,2003
2.00%,,,3163.88,Guam,,,,,,,,,,0.4,,79,74,0.6,0.6,1,29.80%,64.00%,6.20%,158194,93.50%,Oceania,,,2004
1.90%,,,3009.619,Guam,,,,,,,,,,0.4,,79,74,,,1,29.50%,64.10%,6.40%,158401,93.60%,Oceania,,,2005
1.90%,,,3010.151,Guam,,,,,,,,,,0.4,,80,74,,,1,29.20%,64.20%,6.60%,158429,93.70%,Oceania,,,2006
1.90%,,,3008.289,Guam,,,,,,,,,,0.5,,80,75,,,1,28.80%,64.50%,6.70%,158331,93.80%,Oceania,,,2007
1.80%,,,2849.58,Guam,,,,,,,,,,0.5,,80,75,,,1,28.40%,64.70%,6.90%,158310,93.90%,Oceania,,,2008
1.80%,,,2855.178,Guam,,,,,,,,,,0.5,,81,75,,,1,27.90%,65.00%,7.10%,158621,94.00%,Oceania,,,2009
1.80%,,,2869.92,Guam,,,,,,,,,,0.5,,81,75,,,1,27.50%,65.20%,7.30%,159440,94.10%,Oceania,,,2010
1.80%,,,2895.444,Guam,,,,,,,,,,0.6,,81,76,,,1,27.10%,65.40%,7.50%,160858,94.20%,Oceania,,,2011
1.70%,,,2767.77,Guam,,,,,,,,,,0.6,,81,76,,,1,26.60%,65.60%,7.80%,162810,94.30%,Oceania,,,2012
3.70%,,9916,414554.771,Guatemala,,,7041,19290566570,5.60%,$96 ,,,4.00%,0,20.90%,71,64,0,0.1,1,44.10%,51.90%,4.00%,11204183,45.10%,The Americas,"$498,000,000 ","$216,000,000 ",2000
3.60%,,10627,413243.424,Guatemala,,,7188,18702820735,6.40%,$105 ,,,3.90%,0,19.00%,72,65,0.1,0.1,1,43.90%,52.00%,4.10%,11478984,45.50%,The Americas,"$588,000,000 ","$266,000,000 ",2001
3.60%,,11096,423566.568,Guatemala,,,7248,20776536920,6.20%,$110 ,,,3.70%,0,16.90%,72,65,0.1,0.1,1,43.80%,52.10%,4.20%,11765738,45.90%,The Americas,"$647,000,000 ","$329,000,000 ",2002
3.50%,,10502,422199.225,Guatemala,39,,7436,21917565500,6.40%,$116 ,,,3.60%,0,15.00%,73,66,0.2,0.2,1,43.60%,52.20%,4.20%,12062835,46.30%,The Americas,"$646,000,000 ","$373,000,000 ",2003
3.50%,,11621,432873,Guatemala,39,,7785,23965280312,6.40%,$124 ,,,3.50%,0.1,13.80%,73,66,0.3,0.3,1,43.40%,52.40%,4.30%,12367800,46.80%,The Americas,"$630,000,000 ","$488,000,000 ",2004
3.50%,38.70%,12453,443762.165,Guatemala,39,,7855,27211230374,6.50%,$138 ,339,344,3.30%,0.1,13.00%,73,66,0.3,0.4,1,43.20%,52.60%,4.30%,12678919,47.20%,The Americas,"$791,000,000 ","$532,000,000 ",2005
3.40%,38.70%,12526,441842.716,Guatemala,30,,7940,30231130543,7.30%,$171 ,339,344,3.20%,0.1,12.80%,73,66,0.5,0.6,1,42.90%,52.80%,4.30%,12995374,47.60%,The Americas,"$919,000,000 ","$655,000,000 ",2006
3.40%,36.50%,12636,452809.654,Guatemala,34,,8528,34113106486,7.20%,$184 ,339,344,3.10%,0.1,12.80%,74,67,0.8,0.9,1,42.60%,53.10%,4.30%,13317931,48.00%,The Americas,"$1,055,000,000 ","$737,000,000 ",2007
3.30%,40.90%,11441,450394.131,Guatemala,34,,8157,39136441799,6.90%,$199 ,339,344,3.00%,0.1,13.40%,74,67,1.1,1.1,1,42.20%,53.40%,4.40%,13648307,48.40%,The Americas,"$1,068,000,000 ","$741,000,000 ",2008
3.30%,40.90%,11844,461636.604,Guatemala,37,,9318,37733606156,7.10%,$190 ,339,344,2.90%,0.1,13.80%,74,67,1.2,1.2,1,41.90%,53.70%,4.40%,13988988,48.90%,The Americas,"$1,179,000,000 ","$862,000,000 ",2009
3.20%,40.90%,11118,458930.432,Guatemala,37,,10251,41338007893,6.90%,$198 ,339,344,2.80%,0.1,13.30%,75,68,1.3,1.3,1,41.50%,54.10%,4.40%,14341576,49.30%,The Americas,"$1,379,000,000 ","$1,002,000,000 ",2010
3.20%,40.90%,,470610.496,Guatemala,37,,10163,47654789735,6.70%,$215 ,339,344,2.80%,0.1,13.40%,75,68,1.3,1.3,1,41.20%,54.40%,4.50%,14706578,49.80%,The Americas,"$1,350,000,000 ","$935,000,000 ",2011
3.10%,40.90%,,467567.761,Guatemala,40,93,,50388454861,6.70%,$226 ,226,332,2.70%,0.2,13.50%,75,68,1.3,1.4,1,40.80%,54.70%,4.50%,15082831,50.20%,The Americas,"$1,419,000,000 ","$914,000,000 ",2012
4.20%,,1280,367337.376,Guinea,,,,2995360969,5.60%,$19 ,,,10.30%,0,19.40%,51,51,0,0,1,44.00%,52.50%,3.40%,8746128,31.00%,Africa,"$7,800,000 ","$13,000,000 ",2000
4.20%,,1298,373604.826,Guinea,,,,2833442750,5.90%,$19 ,,,9.90%,0,,51,51,0,0,1,44.00%,52.60%,3.40%,8895353,31.40%,Africa,"$8,200,000 ","$26,000,000 ",2001
4.10%,,1324,370875.668,Guinea,,,,2949637039,6.10%,$20 ,,,9.50%,0,,51,51,0,0,1,43.90%,52.70%,3.40%,9045748,31.70%,Africa,,"$38,000,000 ",2002
4.10%,,1342,377387.821,Guinea,40,,,3446442219,4.90%,$18 ,,,9.20%,0,,52,52,0,0,1,43.80%,52.90%,3.30%,9204581,32.10%,Africa,,"$36,000,000 ",2003
4.00%,,1342,375184.84,Guinea,40,,,3666349049,5.30%,$20 ,,,8.80%,0,,52,52,0,0,1,43.70%,53.00%,3.30%,9379621,32.40%,Africa,,"$29,000,000 ",2004
4.00%,80.70%,1181,383053.24,Guinea,40,,,2937072009,5.30%,$16 ,339,416,8.50%,0,,53,52,0,0,1,43.60%,53.10%,3.20%,9576331,32.80%,Africa,,"$38,000,000 ",2005
4.00%,80.70%,1181,391958.52,Guinea,40,,,2821346684,5.50%,$16 ,339,416,8.20%,0,,54,53,,,1,43.50%,53.30%,3.20%,9798963,33.20%,Africa,,"$41,000,000 ",2006
3.90%,80.70%,1210,391831.713,Guinea,40,,,4134173271,6.30%,$26 ,339,416,7.90%,0,,55,53,0.2,0.2,1,43.30%,53.40%,3.20%,10046967,33.60%,Africa,"$1,100,000 ","$96,000,000 ",2007
3.90%,80.70%,1214,402272.442,Guinea,40,,,4515824643,6.00%,$26 ,339,416,7.70%,0,,55,54,0.3,0.3,1,43.20%,53.60%,3.20%,10314678,34.00%,Africa,"$2,400,000 ","$30,000,000 ",2008
3.90%,80.70%,1228,413136.672,Guinea,40,,,4609923720,6.30%,$28 ,339,416,7.40%,0,,56,54,0.3,0.3,1,43.00%,53.80%,3.20%,10593248,34.40%,Africa,"$4,900,000 ","$28,000,000 ",2009
3.80%,87.90%,1236,413289.254,Guinea,40,,,4735956476,6.20%,$27 ,339,416,7.10%,0,,56,55,0.3,0.4,1,42.80%,54.00%,3.20%,10876033,34.90%,Africa,"$2,000,000 ","$17,000,000 ",2010
3.80%,91.20%,,424138.14,Guinea,40,,,5067360041,6.00%,$27 ,339,416,6.90%,0,,56,55,0.4,0.4,1,42.70%,54.20%,3.10%,11161530,35.30%,Africa,"$2,100,000 ","$49,000,000 ",2011
3.70%,91.20%,,423697.101,Guinea,35,179,,5651088170,6.30%,$32 ,339,416,6.70%,0,,57,55,0.4,0.5,1,42.50%,54.40%,3.10%,11451273,35.70%,Africa,"$1,700,000 ","$41,000,000 ",2012
4.20%,,147,53479.104,Guinea-Bissau,,,,361858968,4.90%,$16 ,,,10.90%,0,,53,50,,,1,43.50%,53.40%,3.10%,1273312,36.70%,Africa,,,2000
4.10%,,150,53371.668,Guinea-Bissau,,,,384270400,5.00%,$15 ,,,10.60%,0,,53,51,,,1,43.40%,53.50%,3.10%,1301748,37.50%,Africa,"$2,700,000 ","$5,500,000 ",2001
4.10%,,154,54564.809,Guinea-Bissau,,,,406669723,5.80%,$17 ,,,10.40%,0,,53,51,,,1,43.30%,53.70%,3.00%,1330849,38.30%,Africa,"$2,300,000 ","$10,200,000 ",2002
4.10%,,194,55782.919,Guinea-Bissau,,,,465414408,5.80%,$20 ,,,10.10%,0,,53,51,0,0,1,43.10%,53.90%,3.00%,1360559,39.20%,Africa,"$2,400,000 ","$21,300,000 ",2003
4.00%,,202,55631.64,Guinea-Bissau,,,86,522651788,5.30%,$20 ,,,9.90%,0,,53,51,0,0,1,43.00%,54.00%,2.90%,1390791,40.00%,Africa,"$2,200,000 ","$22,300,000 ",2004
4.00%,54.20%,213,56860.6,Guinea-Bissau,259,,87,572853554,5.70%,$24 ,113,208,9.60%,0,,53,51,0,0.1,1,42.90%,54.20%,2.90%,1421515,40.90%,Africa,"$1,600,000 ","$18,900,000 ",2005
4.00%,45.90%,216,58106.36,Guinea-Bissau,259,,90,578517349,5.90%,$24 ,113,208,9.40%,0,,54,52,0.1,0.1,1,42.70%,54.40%,2.90%,1452659,41.70%,Africa,"$2,800,000 ","$17,800,000 ",2006
4.00%,45.90%,231,59373.48,Guinea-Bissau,259,,95,690721769,6.10%,$29 ,113,208,9.10%,0,,54,52,0.2,0.2,1,42.50%,54.60%,2.90%,1484337,42.60%,Africa,"$28,400,000 ","$40,700,000 ",2007
3.90%,45.90%,227,59159.88,Guinea-Bissau,259,,,842890956,6.00%,$34 ,113,208,8.90%,0,,55,52,0.3,0.3,1,42.30%,54.80%,2.90%,1516920,43.50%,Africa,"$38,200,000 ","$46,100,000 ",2008
3.90%,45.90%,235,60485.295,Guinea-Bissau,216,,,832530157,6.80%,$36 ,113,208,8.70%,0,,55,52,0.3,0.4,1,42.10%,55.00%,3.00%,1550905,44.30%,Africa,"$12,000,000 ","$26,000,000 ",2009
3.90%,45.90%,238,61878.336,Guinea-Bissau,216,,,835390893,7.10%,$38 ,113,208,8.50%,0,,55,52,0.4,0.4,1,41.90%,55.10%,3.00%,1586624,45.20%,Africa,"$13,600,000 ","$29,500,000 ",2010
3.80%,45.90%,,61720.664,Guinea-Bissau,9,,,967762549,6.30%,$35 ,113,208,8.20%,0,,55,52,0.4,0.5,1,41.70%,55.30%,2.90%,1624228,46.10%,Africa,,,2011
3.80%,45.90%,,63215.204,Guinea-Bissau,9,181,,822320638,5.90%,$30 ,113,208,8.00%,0,,56,53,0.6,0.6,1,41.60%,55.50%,2.90%,1663558,46.90%,Africa,,,2012
2.20%,,1610,16378.362,Guyana,,,,712667925,5.80%,$56 ,,,3.90%,0.1,17.30%,67,60,0,0.1,1,35.40%,60.20%,4.50%,744471,28.70%,The Americas,"$80,000,000 ","$77,000,000 ",2000
2.20%,,1595,16448.454,Guyana,,,,696281469,5.80%,$54 ,,,3.80%,0.1,17.00%,67,60,0.1,0.1,1,35.60%,60.10%,4.40%,747657,28.60%,The Americas,"$65,000,000 ","$62,000,000 ",2001
2.20%,,1580,16513.838,Guyana,,,,722460912,5.80%,$56 ,,,3.70%,,16.30%,67,60,0.1,0.1,1,35.80%,60.00%,4.20%,750629,28.50%,The Americas,"$53,000,000 ","$44,000,000 ",2002
2.20%,,1566,16579.464,Guyana,,,,741929343,5.60%,$55 ,,,3.70%,,15.00%,68,61,0.2,0.2,1,36.00%,59.90%,4.10%,753612,28.40%,The Americas,"$28,000,000 ","$30,000,000 ",2003
2.20%,,1628,16652.658,Guyana,46,,479,785918770,5.30%,$55 ,,,3.60%,,14.50%,68,61,0.2,0.2,1,36.30%,59.80%,3.90%,756939,28.40%,The Americas,"$27,000,000 ","$30,000,000 ",2004
2.20%,39.00%,1434,16738.348,Guyana,42,,495,824880550,5.30%,$58 ,226,288,3.60%,,14.50%,68,62,0.3,0.4,1,36.60%,59.60%,3.80%,760834,28.30%,The Americas,"$35,000,000 ","$40,000,000 ",2005
2.20%,39.00%,1291,16838.074,Guyana,41,,500,1458449058,4.10%,$79 ,226,288,3.50%,,14.50%,68,62,0.5,0.5,1,36.90%,59.40%,3.70%,765367,28.30%,The Americas,"$37,000,000 ","$49,000,000 ",2006
2.20%,39.00%,1566,16948.954,Guyana,37,,500,1740334782,3.90%,$89 ,226,288,3.40%,0.1,14.60%,68,62,0.7,0.7,1,37.20%,59.20%,3.50%,770407,28.20%,The Americas,"$50,000,000 ","$58,000,000 ",2007
2.20%,39.00%,1558,17066.258,Guyana,39,,,1922598121,6.60%,$165 ,226,288,3.40%,0.2,14.60%,68,63,0.5,0.6,1,37.50%,59.10%,3.40%,775739,28.20%,The Americas,"$59,000,000 ","$52,000,000 ",2008
2.20%,38.80%,1555,17183.21,Guyana,30,,,2025565089,6.40%,$165 ,226,288,3.30%,0.2,14.50%,68,63,0.6,0.6,1,37.60%,59.10%,3.30%,781055,28.20%,The Americas,"$35,000,000 ","$52,000,000 ",2009
2.20%,38.80%,1701,17294.772,Guyana,24,,,2259288396,6.60%,$188 ,226,288,3.20%,0.3,14.50%,68,63,0.7,0.7,1,37.60%,59.20%,3.30%,786126,28.20%,The Americas,"$80,000,000 ","$73,000,000 ",2010
2.10%,35.90%,,16608.522,Guyana,20,,,2576602497,6.80%,$221 ,226,263,3.20%,0.3,14.50%,69,63,0.6,0.7,1,37.30%,59.50%,3.30%,790882,28.30%,The Americas,"$95,000,000 ","$79,000,000 ",2011
2.10%,35.90%,,16702.749,Guyana,20,113,,2851154076,6.60%,$235 ,226,263,3.10%,0.3,13.90%,69,63,0.7,0.7,1,36.80%,59.90%,3.30%,795369,28.30%,The Americas,"$64,000,000 ","$82,000,000 ",2012
3.10%,,1368,265925.254,Haiti,,,2010,3664503846,6.10%,$26 ,,,7.50%,0,31.40%,59,56,0,0,1,40.30%,55.70%,4.00%,8578234,35.60%,The Americas,"$128,000,000 ","$173,000,000 ",2000
3.10%,,1569,270327.657,Haiti,,,2054,3507981946,5.60%,$23 ,,,7.30%,0,34.00%,59,56,0,0,1,39.80%,56.10%,4.00%,8720247,37.30%,The Americas,"$105,000,000 ","$168,000,000 ",2001
3.00%,,1826,265789.05,Haiti,,,2309,3214632479,5.50%,$20 ,,,7.10%,0,34.20%,60,56,0,0,1,39.40%,56.60%,4.00%,8859635,38.90%,The Americas,"$108,000,000 ","$172,000,000 ",2002
3.00%,,1734,269886.87,Haiti,202,,2218,2826481072,5.30%,$17 ,,,6.90%,0,44.20%,60,57,0,0,1,38.90%,57.00%,4.10%,8996229,40.60%,The Americas,"$96,000,000 ","$202,000,000 ",2003
